Ubicazione
ALZ NAVIGLIO GRANDE N. 146 ; (Z.D. 6)
VIA PINTURICCHIO N. 5 ; (Z.D. 3)
VIA PIO II N. 3 INT. OSP. S. CARLO; (Z.D. 7)
VIA PIOMBINO N. 1 CON INGRESSO VIA ALDINI; (Z.D. 8)
VIA PIRANDELLO LUIGI N. 4 ; (Z.D. 7)
VIA PIRANDELLO LUIGI PIANO SEMINTERRATO NUM.004A; (Z.D. 7)
VIA PIRANESI GIOVANNI BATTISTA N. 22 ; (Z.D. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 26 (Z.D. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 35 ; (Z.D. 4)
VIA PIRANESI GIOVANNI BATTISTA N. 9 ; (Z.D. 4)
VIA PIRANO N. 4 ; (Z.D. 2)
VIA PIRELLI GIOVANNI BATTISTA N. 27 ; (Z.D. 9)
VIA PISACANE CARLO N. 26 (Z.D. 3)
VIA PISACANE CARLO N. 3 PIANO RIALZATO IN APPARTAMENTO; (Z.D. 3)
VIA PISACANE CARLO N. 40 ; (Z.D. 3)
VIA PISANELLO N. 2 ; (Z.D. 7)
VIA PISANELLO N. 21 ; (Z.D. 7)
VIA PISANELLO N. 26 ; (Z.D. 7)
VIA PISANELLO N. 8 ; (Z.D. 7)
VIA PISANI VITTOR N. 19 ; (Z.D. 2)
VIA PISANI VITTOR N. 31 ; (Z.D. 2)
VIA PISANI VITTOR N. 5 PIANO RIALZATO; (Z.D. 2)
VIA PISANI VITTOR N. 7 ; (Z.D. 2)
VIA PISTRUCCI SCIPIONE N. 10 ; (Z.D. 4)
VIA PISTRUCCI SCIPIONE N. 23 (Z.D. 4)
VIA PISTRUCCI SCIPIONE N. 25 ; (Z.D. 4)
VIA PISTRUCCI SCIPIONE N. 5 ; (Z.D. 4)
VIA PITTERI RICCARDO N. 3 ; (Z.D. 3)
VIA PLANA GIOVANNI ANTONIO N. 2 ; (Z.D. 8)
VIA PLANA GIOVANNI ANTONIO N. 23 ; (Z.D. 8)
VIA PLANA GIOVANNI ANTONIO N. 26 ; (Z.D. 8)
VIA PLANA GIOVANNI ANTONIO N. 32 ; (Z.D. 8)
VIA PLANA GIOVANNI ANTONIO N. 49 ; (Z.D. 8)
VIA PLEZZO N. 16 RISERVATA SOLO AI SOCI; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 11 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 13 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 29 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 39 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 40 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 42 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 46 (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 48 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 5 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 51 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 61 (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 61 VIA PLINIO  61 (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 63 ; (Z.D. 3)
VIA PLINIO CAIO SECONDO N. 63 ANG.P.ZA ERBA; (Z.D. 3)
VIA PODGORA N. 11 PIANO RIALZATO; (Z.D. 1)
VIA POERIO CARLO NUM.04143; (Z.D. 3)
VIA POGGIBONSI N. 14 (Z.D. 7)
VIA POGGIBONSI N. 14 ; (Z.D. 7)
VIA POLA N. 15 ; (Z.D. 9)
VIA POLA N. 4A NUM.004A; (Z.D. 2)
VIA POLESINE N. 21 ; (Z.D. 4)
VIA POLESINE N. 23 ; (Z.D. 4)
VIA POLESINE N. 25 ; (Z.D. 4)
VIA POLESINE N. 39 3 PIANO; (Z.D. 4)
VIA POLESINE N. 39 ; (Z.D. 4)
VIA POLIBIO N. 1 ; (Z.D. 7)
VIA POLIZIANO N. 12 ; (Z.D. 8)
VIA POLIZIANO N. 13 ; (Z.D. 8)
VIA POLIZIANO NUM.005.; (Z.D. 6)
VIA POLLAIUOLO ANTONIO N. 16 ; (Z.D. 9)
VIA POLLAIUOLO ANTONIO N. 2 (Z.D. 9)
VIA POLONIA N. 10 (Z.D. 8)
VIA POMA CARLO N. 18 INGR.VIA ARCHIMEDE; (Z.D. 4)
VIA POMA CARLO N. 58 ; (Z.D. 4)
VIA POMPONAZZI PIETRO N. 4 ; (Z.D. 5)
VIA POMPONAZZI PIETRO N. 9 ; (Z.D. 5)
VIA PONALE N. 48 ; (Z.D. 9)
VIA PONALE N. 6 ; (Z.D. 9)
VIA PONALE N. 66 ; (Z.D. 9)
VIA PONCHIELLI AMILCARE N. 1 ; (Z.D. 3)
VIA PONTACCIO N. 2 ; (Z.D. 1)
VIA PONTACCIO N. 7 ; (Z.D. 1)
VIA PONTE NUOVO N. 26 ; (Z.D. 2)
VIA PONTE NUOVO N. 48 ; (Z.D. 2)
VIA PONTE NUOVO N. 5 ; (Z.D. 2)
VIA PONTE NUOVO N. 8 ESTETISTA IN PROFUMERIA; (Z.D. 2)
VIA PONTE SEVESO N. 22 (Z.D. 2)
VIA PONTE SEVESO N. 26 ; (Z.D. 2)
VIA PONTE SEVESO N. 28 ; (Z.D. 2)
VIA PONTE SEVESO N. 30 ; (Z.D. 2)
VIA PONTE SEVESO N. 33 ; (Z.D. 2)
VIA PONTE SEVESO N. 36 (Z.D. 2)
VIA PONTE SEVESO N. 40 ; (Z.D. 2)
VIA PONTE SEVESO N. 44 ; (Z.D. 2)
VIA PONTE VECCHIO N. 4 ; (Z.D. 2)
VIA PONTE VETERO N. 10 ; (Z.D. 1)
VIA PONTI ANDREA N. 1 ; (Z.D. 6)
VIA PONTI DELLA PRIULA N. 2 ; (Z.D. 4)
VIA PONTI ETTORE N. 21 EDIFICIO B; (Z.D. 6)
VIA PONTI ETTORE N. 43 ; (Z.D. 6)
VIA PONTI ETTORE N. 54 ; (Z.D. 6)
VIA POPOLI UNITI N. 15 ; (Z.D. 2)
VIA POPULONIA N. 8 ; (Z.D. 9)
VIA PORDENONE N. 1 ; (Z.D. 3)
VIA PORDENONE N. 13 ; (Z.D. 3)
VIA PORDENONE N. 28 ; (Z.D. 3)
VIA PORDENONE N. 8 PRIMO PIANO; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 107 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 109 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 111 (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 126 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 14 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 14 ANGOLO VIA RICORDI; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 146 PIANO RIALZATO; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 151 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 167 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 187 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 89 ; (Z.D. 3)
VIA PORPORA NICOLA ANTONIO N. 9 (Z.D. 3)
VIA PORRO LAMBERTENGHI LUIGI N. 15 (Z.D. 9)
VIA PORRO LAMBERTENGHI LUIGI N. 25 ; (Z.D. 9)
VIA PORTINARI PIGELLO N. 1 ; (Z.D. 2)
VIA PREDA PIERO N. 2 ; (Z.D. 5)
VIA PRESTINARI MARCELLO N. 5 ; (Z.D. 9)
VIA PREVIATI GAETANO N. 10 ; (Z.D. 7)
VIA PREVIATI GAETANO N. 21 ; (Z.D. 7)
VIA PREVIATI GAETANO N. 72 ; (Z.D. 7)
VIA PRIMATICCIO FRANCESCO N. 182 ; (Z.D. 6)
VIA PRIMATICCIO FRANCESCO N. 196 ; (Z.D. 7)
VIA PRIMATICCIO FRANCESCO N. 2 ; (Z.D. 6)
VIA PRIMATICCIO FRANCESCO N. 32 ; (Z.D. 6)
VIA PRIMATICCIO FRANCESCO N. 34 ; (Z.D. 6)
VIA PRINA GIUSEPPE N. 12 ; (Z.D. 8)
VIA PRINA GIUSEPPE N. 15 ; (Z.D. 8)
VIA PRINA GIUSEPPE N. 4 ; (Z.D. 8)
VIA PRINA GIUSEPPE NUM.002A; (Z.D. 8)
VIA PRINCIPE AMEDEO NUM.00210; (Z.D. 1)
VIA PRINCIPE EUGENIO N. 22 ; (Z.D. 8)
VIA PRINCIPE EUGENIO N. 25 ; (Z.D. 8)
VIA PRINCIPE EUGENIO N. 30 ; (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 21 (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 26 ; (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 27 ; (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 36 (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 36 ; (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 66 ; (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 69 (Z.D. 8)
VIA PROCACCINI GIULIO CESARE N. 69 ; (Z.D. 8)
VIA PROCOPIO N. 5 ; (Z.D. 6)
VIA PULCI LUIGI N. 14 ; (Z.D. 9)
VIA PULCI LUIGI N. 15 (Z.D. 9)
VIA PURICELLI GIAN PIETRO N. 2 ; (Z.D. 7)
VIA PURICELLI GIAN PIETRO N. 4 ; (Z.D. 7)
VIA QUADRIO MAURIZIO N. 25 ; (Z.D. 8)
VIA QUADRONNO N. 34 ; (Z.D. 1)
VIA QUARANTA BERNARDO N. 45 ; (Z.D. 5)
VIA QUARENGHI GIACOMO N. 23 ; (Z.D. 8)
VIA QUARENGHI GIACOMO N. 23 IN CENTRO COMM. BONOLA; (Z.D. 8)
VIA QUARENGHI GIACOMO N. 34 ; (Z.D. 8)
VIA QUARENGHI GIACOMO N. 40 ; (Z.D. 8)
VIA QUARENGHI GIACOMO N. 8 ; (Z.D. 8)
VIA QUINTO ROMANO N. 14 ; (Z.D. 7)
VIA QUINTO ROMANO N. 52 ; (Z.D. 7)
VIA QUINTO ROMANO N. 70 ; (Z.D. 7)
VIA RAMAZZINI BERNARDINO N. 11 ; (Z.D. 3)
VIA RASORI GIOVANNI N. 12 ; (Z.D. 7)
VIA RASORI GIOVANNI N. 2 ; (Z.D. 7)
VIA RASORI GIOVANNI N. 4 ; (Z.D. 7)
VIA RASORI GIOVANNI N. 8 ; (Z.D. 7)
VIA RAVENNA N. 14 ; (Z.D. 4)
VIA RAVIZZA CARLO N. 21 ; (Z.D. 7)
VIA RAVIZZA CARLO N. 24 ; (Z.D. 7)
VIA RAVIZZA CARLO N. 4 ; (Z.D. 7)
VIA RAVIZZA CARLO N. 8 (Z.D. 7)
VIA REDI FRANCESCO N. 23 PIANO RIALZATO; (Z.D. 3)
VIA REGALDI GIUSEPPE N. 21 ; (Z.D. 9)
VIA REGGIO N. 5 INT.TEATRO PICCOLA COMMENDA; (Z.D. 1)
VIA REINA FRANCESCO N. 11 ; (Z.D. 4)
VIA REINACH ERNESTO N. 7 ; (Z.D. 9)
VIA REMBRANDT N. 12 ; (Z.D. 7)
VIA REMBRANDT N. 22 ; (Z.D. 7)
VIA REMBRANDT N. 27 ; (Z.D. 7)
VIA REMBRANDT N. 47 ; (Z.D. 7)
VIA REMBRANDT N. 49 ; (Z.D. 7)
VIA REMBRANDT N. 56 (Z.D. 7)
VIA REMBRANDT N. 56 ; (Z.D. 7)
VIA REMBRANDT N. 58 ; (Z.D. 7)
VIA REMBRANDT N. 65 (Z.D. 7)
VIA REMBRANDT N. 67 ; (Z.D. 7)
VIA REMBRANDT N. 69 ; (Z.D. 7)
VIA REMBRANDT N. 9 ; (Z.D. 7)
VIA RENZO E LUCIA N. 1 (Z.D. 5)
VIA RENZO E LUCIA N. 1 ; (Z.D. 5)
VIA RENZO E LUCIA N. 3 (Z.D. 5)
VIA RESEGONE N. 1 INGRESSO VIA LANCETTI; (Z.D. 9)
VIA RESSI ADEODATO N. 21 ; (Z.D. 2)
VIA RESSI ADEODATO N. 23 ; (Z.D. 2)
VIA REZIA N. 1 ; (Z.D. 4)
VIA REZIA N. 8 ; (Z.D. 4)
VIA RICCARDI PADRE PLACIDO N. 19 ; (Z.D. 2)
VIA RICCARDI PADRE PLACIDO N. 23 ; (Z.D. 2)
VIA RICCIARELLI DANIELE N. 1 ; (Z.D. 7)
VIA RICCIARELLI DANIELE N. 20 ; (Z.D. 7)
VIA RICCIARELLI DANIELE N. 29 ; (Z.D. 7)
VIA RICCIARELLI DANIELE N. 39 ; (Z.D. 7)
VIA RICCIARELLI DANIELE N. 45 ; (Z.D. 7)
VIA RICORDI GIOVANNI N. 2 ; (Z.D. 3)
VIA RICORDI GIOVANNI N. 30 ; (Z.D. 3)
VIA RICOTTI ERCOLE N. 22 P.T. E PRIMO PIANO; (Z.D. 9)
VIA RIMINI N. 2 ; (Z.D. 5)
VIA RIMINI N. 23 ; (Z.D. 6)
VIA RIMINI N. 5 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 1 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 113 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 128 (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 184 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 19 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 190 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 191 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 193 ; (Z.D. 5)
"VIA RIPAMONTI GIUSEPPE N. 195 VIA RIPAMONTI, 195 - MILANO (Z.D. 5)"
VIA RIPAMONTI GIUSEPPE N. 207 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 212 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 213 (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 214 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 218 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 219 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 22 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 227 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 236 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 244 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 246 (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 27 (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 5 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 7 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE N. 9 ; (Z.D. 5)
VIA RIPAMONTI GIUSEPPE NUM.199.; (Z.D. 5)
VIA RISMONDO FRANCESCO N. 1 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 110 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 17 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 2 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 30 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 5 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 72 ; (Z.D. 7)
VIA RISMONDO FRANCESCO N. 9 ; (Z.D. 7)
VIA RIVA DI TRENTO N. 1 ; (Z.D. 4)
VIA RIVA DI TRENTO N. 2 ; (Z.D. 4)
VIA RIVOLI N. 2 ; (Z.D. 1)
VIA ROCCA D'ANFO N. 4 ; (Z.D. 9)
VIA ROGGIA SCAGNA N. 1 ; (Z.D. 2)
VIA ROGOREDO N. 97 ; (Z.D. 4)
VIA ROMAGNOSI GIAN DOMENICO N. 4 ; (Z.D. 1)
VIA ROMANO GIULIO N. 17 ; (Z.D. 5)
VIA ROMANO GIULIO N. 25 ; (Z.D. 5)
VIA ROMANO GIULIO N. 9 ; (Z.D. 5)
VIA ROMBON N. 23 ; (Z.D. 3)
VIA ROMBON N. 29 ; (Z.D. 3)
VIA ROMBON N. 38 ; (Z.D. 3)
VIA ROMBON N. 44 ; (Z.D. 3)
VIA ROMEO NICOLA N. 3 (Z.D. 5)
VIA ROMEO NICOLA N. 3 ; (Z.D. 5)
VIA ROMEO NICOLA N. 5 ; (Z.D. 5)
VIA ROMEO NICOLA N. 6 ; (Z.D. 5)
VIA ROMILLI ARCIVESCOVO N. 14 ; (Z.D. 5)
VIA ROMILLI ARCIVESCOVO N. 24 ; (Z.D. 5)
VIA ROMILLI ARCIVESCOVO N. 26 ; (Z.D. 5)
VIA ROMILLI ARCIVESCOVO N. 29 ; (Z.D. 4)
VIA ROMILLI ARCIVESCOVO N. 5 ; (Z.D. 4)
VIA RONCAGLIA N. 35 ; (Z.D. 6)
VIA RONCHI N. 11 ; (Z.D. 3)
VIA RONCHI N. 35 ; (Z.D. 3)
VIA RONCHI N. 39 ; (Z.D. 3)
VIA RONCHI NUM.037; (Z.D. 3)
VIA ROSMINI ANTONIO N. 6 2Ø PIANO; (Z.D. 1)
VIA ROSMINI ANTONIO N. 7 ; (Z.D. 1)
VIA ROSMINI ANTONIO NUM.001A; (Z.D. 1)
VIA ROSSI PELLEGRINO N. 13 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 21 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 22 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 43 (Z.D. 9)
VIA ROSSI PELLEGRINO N. 49 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 59 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 81 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 83 (Z.D. 9)
VIA ROSSI PELLEGRINO N. 90 ; (Z.D. 9)
VIA ROSSI PELLEGRINO N. 91 INGR.V.ARMELLINI; (Z.D. 9)
VIA ROSSINI GIOACCHINO N. 5 ; (Z.D. 1)
VIA ROTONDI GIOVANNI N. 8 ; (Z.D. 8)
VIA ROTTA PAOLO N. 10 ; (Z.D. 9)
VIA ROVELLO N. 1 AL PIANO TERRA; (Z.D. 1)
VIA ROVELLO N. 18 ; (Z.D. 1)
VIA ROVERETO N. 11 ; (Z.D. 2)
VIA ROVERETO N. 12 ; (Z.D. 2)
VIA ROVETTA GEROLAMO N. 19 ; (Z.D. 2)
VIA RUBENS PIETRO N. 10 ; (Z.D. 7)
VIA RUBENS PIETRO N. 13 ; (Z.D. 7)
VIA RUBENS PIETRO N. 14 ; (Z.D. 7)
VIA RUBENS PIETRO N. 19 (Z.D. 7)
VIA RUBENS PIETRO N. 19 ; (Z.D. 7)
VIA RUBENS PIETRO N. 22 ; (Z.D. 7)
VIA RUBENS PIETRO N. 28 ; (Z.D. 7)
VIA RUCELLAI BERNARDO N. 12 ; (Z.D. 2)
VIA RUCELLAI BERNARDO N. 50 ; (Z.D. 2)
VIA RUGGERO DI LAURIA N. 15 ; (Z.D. 8)
VIA RUGGERO DI LAURIA N. 20 ; (Z.D. 8)
VIA RUSSO VINCENZO N. 17 ; (Z.D. 2)
VIA RUSSO VINCENZO N. 8 ; (Z.D. 2)
VIA RUSSOLI FRANCO N. 4 ; (Z.D. 6)
VIA RUTILIA N. 4 ; (Z.D. 5)
VIA S. GIOV. SUL MURO N. 12 (Z.D. 1)
VIA S. GIOV. SUL MURO N. 14 (Z.D. 1)
VIA S. GIOV. SUL MURO N. 14 ; (Z.D. 1)
VIA S. GIOV. SUL MURO N. 14 CON INGRESSO IN VIA BRENTANO; (Z.D. 1)
VIA S. GIOV. SUL MURO N. 14 VIA BRENTANO; (Z.D. 1)
VIA S. GIOV. SUL MURO N. 15 ; (Z.D. 1)
VIA S. GIOV. SUL MURO N. 8 ; (Z.D. 1)
VIA S. GIOV. SUL MURO N. 9 ; (Z.D. 1)
VIA SACCO LUIGI N. 3 ; (Z.D. 7)
VIA SACCONI GIUSEPPE N. 5 1Ø PIANO; (Z.D. 4)
VIA SAFFI AURELIO N. 11 ; (Z.D. 1)
VIA SAINT BON SIMONE N. 2 ; (Z.D. 7)
VIA SAINT BON SIMONE N. 38 AL P.T. E AL I PIANO; (Z.D. 7)
VIA SAINT BON SIMONE N. 5 OSPEDALE MILITARE; (Z.D. 7)
VIA SALA DEI LONGOBARDI N. 2 (Z.D. 1)
VIA SALA DEI LONGOBARDI N. 2 ; (Z.D. 1)
VIA SALASCO N. 32 ; (Z.D. 5)
VIA SALIERI ANTONIO N. 3 ; (Z.D. 3)
VIA SALMINI VITTORIO N. 4 ; (Z.D. 5)
VIA SALO' N. 1 ; (Z.D. 4)
VIA SALUTATI COLUCCIO N. 2 ; (Z.D. 7)
VIA SALVEMINI GAETANO N. 3 ; (Z.D. 9)
VIA SALVINI TOMMASO N. 1 ; (Z.D. 1)
VIA SALVINI TOMMASO N. 3 ; (Z.D. 1)
VIA SAMBUCO N. 7 ; (Z.D. 1)
VIA SAMBUCO PIANO RIALZATO NUM.0053; (Z.D. 1)
VIA SAMMARTINI GIOVANNI BATTISTA N. 39 ; (Z.D. 2)
VIA SAMMARTINI GIOVANNI BATTISTA N. 41 ; (Z.D. 2)
VIA SAN BERNARDO N. 32 ; (Z.D. 5)
VIA SAN CALOCERO N. 2 ; (Z.D. 1)
VIA SAN FAUSTINO N. 27 ; (Z.D. 3)
VIA SAN FAUSTINO N. 8 ; (Z.D. 3)
VIA SAN FERMO N. 1 ; (Z.D. 1)
VIA SAN GALDINO N. 11 (Z.D. 8)
VIA SAN GALDINO N. 11 ; (Z.D. 8)
VIA SAN GREGORIO N. 11 ; (Z.D. 3)
VIA SAN GREGORIO N. 27 (Z.D. 3)
"VIA SAN GREGORIO N. 27 VIA SAN GREGORIO, 27 - MILANO (Z.D. 3)"
VIA SAN GREGORIO N. 53 ; (Z.D. 2)
VIA SAN LUCA N. 4 (Z.D. 1)
VIA SAN MAMETE N. 15 (Z.D. 2)
VIA SAN MAMETE N. 15 ; (Z.D. 2)
VIA SAN MAMETE N. 3 ; (Z.D. 2)
VIA SAN MARCO N. 16 ; (Z.D. 1)
VIA SAN MARCO N. 20 ; (Z.D. 1)
VIA SAN MARCO N. 28 ; (Z.D. 1)
VIA SAN MARCO N. 36 ; (Z.D. 1)
VIA SAN MARTINO N. 14 INT. CENTRO OLISTICA SALUS; (Z.D. 1)
VIA SAN MARTINO N. 15 ; (Z.D. 1)
VIA SAN MAURILIO N. 1 ; (Z.D. 1)
VIA SAN PAOLINO N. 18 ; (Z.D. 6)
VIA SAN PAOLO N. 13 ; (Z.D. 1)
VIA SAN PIETRO ALL'ORTO N. 26 PIANO RIALZATO; (Z.D. 1)
VIA SAN SIRO N. 16 ; (Z.D. 7)
VIA SAN SIRO N. 20 ; (Z.D. 7)
VIA SAN SIRO N. 7 ; (Z.D. 7)
VIA SAN TOMASO N. 6 ; (Z.D. 1)
VIA SAN TOMASO N. 8 (Z.D. 1)
VIA SAN TOMASO N. 8 ; (Z.D. 1)
VIA SAN VINCENZO N. 1 ; (Z.D. 1)
VIA SAN VINCENZO N. 20 (Z.D. 1)
VIA SAN VINCENZO N. 20 ; (Z.D. 1)
VIA SAN VITO N. 26 (Z.D. 1)
VIA SAN VITO N. 26 ; (Z.D. 1)
VIA SAND GEORGE N. 1 ; (Z.D. 9)
VIA SAND GEORGE N. 2 ; (Z.D. 9)
VIA SANFELICE LUISA N. 10 (Z.D. 4)
VIA SANFELICE LUISA N. 7 ; (Z.D. 4)
VIA SANGALLO N. 10 ; (Z.D. 3)
VIA SANGALLO N. 31 ; (Z.D. 3)
VIA SANGIORGIO ABBONDIO N. 2 ; (Z.D. 1)
VIA SANSOVINO N. 28 ; (Z.D. 3)
VIA SANT' AMPELLIO N. 16 ; (Z.D. 5)
VIA SANT' ANATALONE N. 5 ; (Z.D. 6)
VIA SANT' ANATALONE N. 6 ; (Z.D. 6)
VIA SANT' ANDREA N. 15 ; (Z.D. 1)
VIA SANT' ANDREA N. 2 ; (Z.D. 1)
VIA SANT' ANDREA N. 8 ; (Z.D. 1)
VIA SANT' ANTONIO N. 14 ; (Z.D. 1)
VIA SANT' ELEMBARDO N. 1 ; (Z.D. 2)
VIA SANT' EUFEMIA N. 17 (Z.D. 1)
VIA SANT' UGUZZONE N. 21 ; (Z.D. 2)
VIA SANTA CROCE N. 1 ; (Z.D. 1)
VIA SANTA MARIA ALLA PORTA N. 1 (Z.D. 1)
VIA SANTA MARIA FULCORINA N. 13 ; (Z.D. 1)
VIA SANTA MARIA SEGRETA N. 7 PRIMO PIANO; (Z.D. 1)
VIA SANTA MARIA VALLE N. 1 ; (Z.D. 1)
VIA SANTA MONICA N. 3 ; (Z.D. 9)
VIA SANTA RADEGONDA N. 3 INTERNO RINASCENTE 8Ø PIANO; (Z.D. 1)
VIA SANTA RITA DA CASCIA N. 3 (Z.D. 6)
VIA SANTA RITA DA CASCIA N. 3 ; (Z.D. 6)
VIA SANTA RITA DA CASCIA N. 3B (Z.D. 6)
VIA SANTA RITA DA CASCIA N. 59 ; (Z.D. 6)
VIA SANTA RITA DA CASCIA N. 74 ; (Z.D. 6)
VIA SANTA SOFIA N. 1 ; (Z.D. 1)
VIA SANTA SOFIA N. 18 ; (Z.D. 1)
VIA SANTA SOFIA N. 24 ; (Z.D. 1)
VIA SANTA TECLA N. 4 PIANO RIALZATO; (Z.D. 1)
VIA SANTA TECLA N. 5 ; (Z.D. 1)
VIA SANTA TERESA NUM.020A; (Z.D. 5)
VIA SANTI FERNANDO N. 8 ; (Z.D. 6)
VIA SANTISSIMI NABORE E FELICE N. 1 (Z.D. 7)
VIA SANZIO RAFFAELLO INGR. VIA S. SIRO NUM.002A; (Z.D. 7)
VIA SANZIO RAFFAELLO N. 16 ; (Z.D. 7)
VIA SANZIO RAFFAELLO N. 26 ; (Z.D. 7)
VIA SANZIO RAFFAELLO N. 27 ; (Z.D. 7)
VIA SANZIO RAFFAELLO N. 36 ; (Z.D. 7)
VIA SANZIO RAFFAELLO N. 39 ; (Z.D. 7)
VIA SANZIO RAFFAELLO NUM.002A; (Z.D. 7)
VIA SAPONARO MICHELE N. 36 ; (Z.D. 5)
VIA SAPONARO MICHELE N. 38 ; (Z.D. 5)
VIA SAPRI N. 89 ; (Z.D. 8)
VIA SARDEGNA N. 31 ; (Z.D. 7)
VIA SARDEGNA N. 35 ; (Z.D. 7)
VIA SARPI FRA' PAOLO N. 1 CON INGR.DA V.LE MONTELLO 4/6; (Z.D. 1)
VIA SARPI FRA' PAOLO N. 19 ; (Z.D. 1)
VIA SARPI FRA' PAOLO N. 22 ; (Z.D. 8)
VIA SARPI FRA' PAOLO N. 35 PIANO INTERRATO; (Z.D. 1)
VIA SARPI FRA' PAOLO N. 42 (Z.D. 8)
VIA SARPI FRA' PAOLO N. 5 ; (Z.D. 1)
VIA SARPI FRA' PAOLO N. 50 ; (Z.D. 8)
VIA SARPI FRA' PAOLO N. 52 ; (Z.D. 8)
VIA SARPI FRA' PAOLO N. 63 ; (Z.D. 8)
VIA SARPI FRA' PAOLO N. 63 PIANO TERRA E SEMINTERRATO; (Z.D. 8)
VIA SARPI FRA' PAOLO N. 8 INT. CORTILE C/O AMER.COUNTURE; (Z.D. 8)
VIA SATTA SEBASTIANO N. 20 (Z.D. 8)
VIA SATTA SEBASTIANO N. 3 ; (Z.D. 8)
VIA SAULI SANT' ALESSANDRO N. 9 ; (Z.D. 2)
VIA SAVOLDO GIAN GIROLAMO N. 3 ; (Z.D. 9)
VIA SAVOLDO GIAN GIROLAMO N. 4 ; (Z.D. 9)
VIA SAVONA N. 13 ; (Z.D. 6)
VIA SAVONA N. 14 ; (Z.D. 6)
